course_skill,best_esco,score
reflective practice,evaluate practice in psychotherapy,0.338
réflexion stratégique,reflexion,0.338
videography,geography,0.338
compiler,compile content,0.338
optimization of optical systems,operating systems,0.338
business reporting fluency,cloud monitoring and reporting,0.337
ml pipelines and ml operations (mlops),ML (computer programming),0.337
manage motivation and engagement,apply customer engagement strategy,0.337
metadaten,manage content metadata,0.337
c++ syntax,C++,0.336
sql subqueries,test ICT queries,0.336
azure ml platform,ML (computer programming),0.336
price discrimination,communicate price changes,0.336
higher-order function,maintain court order,0.336
primality test,test ICT queries,0.334
object-relational mapping,object-oriented modelling,0.334
control flow activities,banking activities,0.334
ai/ml,ML (computer programming),0.334
understand the difference between leadership and management,leadership principles,0.334
time-to-event modeling,statistical modeling techniques,0.334
how to launch and develop your sap career,SAP R3,0.334
customer value-based pricing,market pricing,0.334
job readiness,job market offers,0.333
issue tracking system,issue official documents,0.333
phygitalization (combining physical + digital),digital media,0.333
product management basics,risk management,0.333
symmetric-key algorithm,algorithms,0.333
3d reconstruction,3D lighting,0.332
force fields,communicate professionally with colleagues in other fields,0.332
set protocol’s tokenization method,maintain internet protocol configuration,0.332
device hardening strategy,mobile device management,0.332
using email to communicate,communicate with media,0.332
cloud product management,cloud technologies,0.332
sales call preparation,attend to detail in preparation for audits,0.332
version control systems,oversee quality control,0.332
user story,provide user documentation,0.331
on-demand fashion design,forecast occupancy demand,0.331
asking the right questions,pose questions referring to documents,0.331
data integrity,integrate ICT data,0.331
modeling and pricing credit default swaps,market pricing,0.331
organic food,comply with food safety and hygiene,0.33
meeting,fix meetings,0.33
ibm code engine,conduct search engine optimisation,0.33
mandatory access control,statistical process control,0.33
infographics,design graphics,0.33
medical healthcare organization operations,healthcare administration,0.33
practice using and extending protocols.,ICT communications protocols,0.33
build input data pipeline,build trust,0.33
inclusive ml,ML (computer programming),0.329
real world,real estate market,0.329
list methods for gaining committment from a prospect,prospect new customers,0.329
human-level performance (hlp),monitor system performance,0.329
